Column1,Column2
TXT0781,"ãƒâ°ã‚å¸ã‚â€˜ã‚â©ãƒâ¢ã‚â‚¬ã‚âãƒâ°ã‚å¸ã‚â€˜ã‚â¦ãƒâ¢ã‚â‚¬ã‚âãƒâ°ã‚å¸ã‚â€˜ã‚â¦  debat ngomongin demokrasi, tapi nyatanya ko begini pak ganjar pranowo ubanbukanpakdeãƒâ€šã‚â  ganjar mahfud hebat #l3bihbaik #mahfudlebihbaik3 #ganjarmahfud2024 lulus pasti kerja"
TXT0782,"'@partaisocmed diantara semua calon yg bertanding, cm prabowo yg pernah berurusan dg kasus pelanggaran ham berat! [re lam_sijan]"
TXT0783,"slogan baru anies: indonesia absence no more, respected forever. ãƒâ°ã‚å¸ã‚â€˜ã‚â€¡""indonesia absence no more, respected forever,"" kata anies memungkasi pernyataan penutupnya sembari menyilangkan tangan di dada. iniãƒâ¢ã‚â‚¬ã‚â¦ https://t.co/vkha3zr3pg #politikpemerintahan via @beritajatimcom"
TXT0784,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesia!jn18a #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/iytmokxzmg
TXT0785,"'@xquitavee tapi bener kok kata anies, 01 dan 03 cerita pengalaman ketika menjabat, kenapa 02 tidak menceritakan pengalaman dia sebagai menhan, malah selalu blg, saya akan saya akan ãƒâ°ã‚å¸ã‚ëœã‚â€˜ [re rsoewarianto]"
TXT0786,"secara moral prabowo  sudah tak pantss  bicara di depan rakyat, program food industri yg hanya sisanya  tanah gundul,  singkongnya tak ada, gagal"
TXT0787,"'@99propaganda @prabowo calon pejabat publikhrs siap dikuliti kelemahannyashg pejabat publik terpilih bnr2 bs jd tauladan2 x debat lg...moga klo ada capres-cawapres yg punya rekam jejak menyimpang dari hukum, konstitusi, &amp; etika dpt diungkap dlm debatcth: sring nenggak miras, dugem, selingkuh dll"
TXT0788,sumitro mengakui sifat prabowo yang arogan dan temperamental. sumitro pun mengakui bahwa prabowo menculik 9 aktivis pro demokrasi pada masa-masa sebelum reformasi 1998 https://t.co/sltcl22pqo
TXT0789,"'@cuitcuap_ mendukung abis, kerja yang masbowogbran pastinya selalu kerjain, itu seperti investasi utk nusantara, benefitnya yaitu negeri ini jadi sejahtera.#banyakygbalikke02karenahati baikpakbowo@prabowo @prabowogibran02"
TXT0790,"'@kimberley_2024 sebelum debat,,prabowo sudah menguasai materi nya,apalgi mdaalah pertahanan itu hbitat nya dia,,,,sesudah debat,prabowo dikeroyok,,dgn cra iniblah itu lah,,elo kirain cpres lain bodoh apa? yg disampikan paslon lain itu sebahagian aspirasi rakyat,aplgi msaalh etika."
TXT0791,ãƒâ°ã‚å¸ã‚â€œã‚â®  ganjar mahfud hebat #3gm #coblos3 #dulujokowisekarangganjar \'a0anisfauzan1\'a0 prabowo\'a0 aniesbaswedan \'a0 bersih kuatkankpk sikatkorupsi hebat\'a0 tauhid
TXT0792,"surat terbuka untuk (hati nurani) akun akun pendukung 02tolong bantu sebarkan, agar mereka tau saya mempertanyakan hati nurani mereka.selamat dini hari rekan2 akun pendukung prabowo dan gibran. saya bertanya ke (hati nurani) rekan2 semua, jadi tolong biarkanlah (hati nurani) rekan2 semua menjawab dengan jujur dan apa adanya.rekan2 tau kalo gibran bisa maju sebagai cawapres, berlandaskan aturan yg dibuat dalam situasi dan kondisi sarat pelanggaran etik. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau kalo gibran mendaftar saat revisi batas usia dalam pkpu belum dibuat, dan gibran tetap bisa mendaftar. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau kalo uu ikn memberikan kewenangan luar biasa besar kepada eksekutif untuk menerabas aturan apapun. prabowo gibran mendukung ini. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau kalo prabowo belum diperiksa terkait kasus pelanggaran ham di masa lampau. bahkan rekan2 dengan suka cita membengkokkan isu ini seakan hanya isu 5 tahunan. 800 kali kegiatan kamisan dilakukan dan tidak pernah ada aksi nyata. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau kalo proses gibran maju sebagai walikota solo adalah proses instan. dia mengambil form bacawalkot bersamaan dengan mengambil form anggota pdip. itu tidak membuat (hati nurani) mu terganggu?rekan2 (yg tinggal di jakarta) tau kalo cfd adalah kegiatan yg terbebas dari kegiatan politik, dan gibran santai saja bagi2 susu di sana. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau prabowo tampak emosional di debat capres 1 dan 2, gibran pada debat capres 1 melakukan gesture provokatif ke pendukung lawan. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau kalo seseorang bernama miftah, membagi2kan uang bersamaan dengan mengkampanyekan prabowo gibran. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau prabowo kerap mengucapkan kata2 kasar dan provokatif di depan massa, entah itu acara tertutup ataupun terbuka untuk umum. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau kalo bansos pengadaannya menggunakan uang negara dan tidak pantas diklaim oleh seorang menteri sembari mengkampanyekan prabowo gibran. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau kalo presiden sampai jadi jubir kpu, jubir kemenhan dan jubir paslon 02. beliau sangat gercep jika menyangkut isu terkait prabowo gibran. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau kalo presiden seharusnya tidak memihak, dan beliau tanpa tedeng aling2 menunjukkan sikap mendukung 02. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau kalo prabowo adalah pengusaha kelas kakap, tanah yang dia kuasai luar biasa luas, dan rekan2 menuding orang lain yg menjadi oligark pengusaha. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau kalo fasilitas negara tidak diperkenankan digunakan untuk kepentingan pribadi, dan prabowo kerap menerabas aturan ini tanpa malu2. itu tidak membuat (hati nurani) mu terganggu?rekan2 tau, banyak akun yg sebelumnya terang2an menghujat prabowo gibran, tiba2 berbalik arah memuja2 mereka berdua. itu tidak membuat (hati nurani) mu terganggu?walaupun segala sepak terjang duo manusia prabowo gibran ini ditujukan untuk kepentingan bangsa dan negara, tapi tujuan itu hendak dicapai dengan cara yg membengkokkan dan menerabas aturan sana sini. itu tidak membuat (hati nurani) mu terganggu?saya tantang (hati nurani) rekan2 pendukung 02 untuk menjawab surat terbuka saya ini, agar bisa kita nilai bersama kapasitas (hati nurani) semua rekan2 pendukung 02. itu pun kalo rekan2 berani bertanya ke hati nurani rekan2 sendiri. [re pedagang_kritik]"
TXT0793,"program pasangan capres cawapres ganjar pranowo dan mahfud md: desa presisi, investasi buat masa depan ekonomi yang kuat dan berdaya saing. #jnk #ganjarpranowopilihanumat https://t.co/slz9ljn8kv"
TXT0794,"program pasangan capres cawapres ganjar pranowo dan mahfud md, solusi jitu buat dorong pertumbuhan ekonomi desa. #jnk #ganjarpranowopilihanumat https://t.co/6exlk9zqup"
TXT0795,kontrak terbuka capres no 3 pak ganjar pranowo adalah undangan untuk kita semua ikut ambil bagian dalam menciptakan kedaulatan pangan.#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/cmg7gaooz5
TXT0796,ãƒâ°ã‚å¸ã‚âã‚â¯  kesejahteraan masyarakat jakarta menjadi prioritas utama d visi dan misi pak ganjar pranowo dan mahfud md ganjar mahfud hebat #coblos3 #3gm #nazarpemilu #ganjarmahfudm3nangdebat https://t.co/tfur5kefoh
TXT0797,"coba simak lagi jawaban pak prabowo tadi ya, emang kadang kalau didasari ambisi, data-data bisa dimanipulasi~kalau pak prabowo bicara atas dasar kepentingan indonesia, ini baru orang yang bisa memimpin indonesia. #pemimpinyangdinanti #waktunyaprabowo #diplomasiprogresif02 https://t.co/5h2dbtwfcz [re waktunyaidmaju]"
TXT0798,"lagi-lagi kan malah bapak prabowo sendiri yang menjelaskan apa yang sebenernya, laen kali di cari dengan betul lah apa apanya itu hehehe#pemiludamai  #kitamudaloginpakbowo #palingjelas 02 paling pas ãƒâ€šã‚â  #indonesiakuatindonesiamaju #diplomasiprogresifprabowo #02melanjutkan https://t.co/c70m7icdip"
TXT0799,cawapres nomor urut 3 mahfud md menyatakan ada pelanggaran etik yang dilakukan oleh oknum satpol pp dengan menyatakan dukungan terhadap salah satu paslon secara terbuka. download #metrotvxtend di play store & app store.#metrotv #pemilu2024 #pilpres2024 #theelectionchannelmetrotv #mahfudmd #prabowogibran #satpolpp #viral #pelanggaranetik @mohmahfudmd @ganjarpranowo @prabowogibran02 @gibran_tweet @prabowo [re metro_tv]
TXT0800,"'@awemany kenapa demokrat gak tetep oposisi aja? minimal elektabilitas partai bisa naik, atau minimal gabung ke 03, krn dukung barang haram itu ikut haram juga. urusan anies vs ahy dan sby itu dilevel pimpinan aja, pikirin dong caleg demokrat yg berat banget dilapangan buat nyalon, egois"
TXT0801,kami percaya ganjar-mahfud akan memprioritaskan investasi dalam riset dan inovasi untuk pertumbuhan jangka panjang. @sta4rbaee happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/atgzvdmiyg
TXT0802,"organik itu. menarik buat liat hasilnya nanti, sebab militansi dan basis jaringan kpopers udah dari dulu diincar politisi saban pilkada/pilpres coba gandeng salah satu fandom, berujung gagal karena kpop gak suka diseret ke ranah politik. kalau gini sih bakal putaran ke dua antara 01 dan 02.03 masih berbenah, selain karena isu soliditas pdip, ditambah beberapa kader ppp yg khawatir  parliamentary threshold gak goal jika tetep di koalisi. ituah sebab memilih pindah, sekarang ppp lagi proses pecatin kader yg nyebrang.2024 jadi titik balik kpopers, mereka lintas fandom rata-rata menyatakan dukung 01 dgn cara mereka sendiri secara sukarela. buat gerakin satu fandom tuh gak mudah apalagi itu bubble lintas fandom, makanya capaian anies imin gokil. walaupun kemaren ada gesekan internal antara ahmad ali dan sudirman said ya udah ganti percakapannya soal live tik-tok anies dan dukungan kpop ke amin. [re mazzini_gsp]"
TXT0803,anies paling fasih bicara anti-korupsi karena pernah menjabat ketua komisi etik kpk &amp; menyabet sekaligus 3 penghargaan kpk saat menjabat gubernur serta wtp 5x berturut-turut...#aminmiskinkankoruptor https://t.co/ynymfkw1jn [re ekowboy2]
TXT0804,"'@cuitcuap_ sepakat nih, masbowogbran pastinya peringatkan kepada semua wisudawan dan masyarakat agar menghindar diajak percaya pada ajaran yg keras.#banyakygbalikke02karenahati baikpakbowo@prabowo @prabowogibran02"
TXT0805,"'@ganjarpranowo @mohmahfudmd ganjar, dengan semangat pelayanan dan kepedulian, anda adalah pilar kemajuan dan persatuan jawa tengah"
TXT0806,"sosok ganjar pranowo, ganjar presiden rakyat yang tegas tapi tetep enak diajak ngobrol bikin nelayan yakin banget kalo ada yang peduli sama mereka di pemerintahan.ganjarmahfud taat hukum .#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/lanpsw3z7i"
TXT0807,capres ganjar pranowo yakin bahwa penempatan psikolog di puskesmas sebagai bagian dari sistem kesehatan nasional akan memberikan dampak positif dalam meningkatkan kesejahteraan mental masyarakat indonesia secara menyeluruh.#ganjarmahfudrebound #jnk
TXT0808,"'@ganjarpranowo ganjar pranowo, sosok yang terbuka terhadap masukan masyarakat, menciptakan pemerintahan yang inklusif."
TXT0809,"barusan banget salah satu keluarga ku ngomong gini: kalau anies itu banyak korupsi. dan kalau nanti anies terpilih bakal stop bansos2. well, black campaign mereka dengan suap bansos ini mengerikan sih. ngeriiii ~~~"
TXT0810,ganjar-mahfud memiliki rencana konkrit untuk mengentaskan kemiskinan di desa. @allaxtus_nms happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/kpohbfdk6h
TXT0811,pak anies dicopot jadi menteri pendidikan karena menggagalkan penyimpangan anggaran tunjangan profesi guru....kalo gemoy di pecat dari tni krna apa? [re safa_andriana]
TXT0812,"cara mengurangi korupsi pejabat negara, jangan pilih prabowo-gibran..ãƒâ°ã‚å¸ã‚â¤ã‚å¸ãƒâ°ã‚å¸ã‚â¤ã‚å¸ãƒâ°ã‚å¸ã‚â¤ã‚å¸ https://t.co/sjsin5ze3u [re yarachantique]"
TXT0813,"'@ganjarpranowo @mohmahfudmd sosok pemimpin yang mendengarkan dan merespons aspirasi rakyat, ganjar menciptakan pemerintahan yang transparan"
TXT0814,tujuan ku dan tujuan kalian adalah sama...sama sama agar prabowo gibran kalah dalam pilpres 2024jika pemilu 1 putaran hemat anggaran 17 triliunjika prabowo gibran kalah negara hemat anggaran 450 triliun kita telah berbuat yang terbaik utk negara !#asalbukanprabowo https://t.co/uowjws0wo1 [re sniperdroen_]
TXT0815,momen manis utk indonesia kalo ganjar-mahfud yang pimpin soalnya mereka paham banget gimana caranya menjaga persatuan dalam keragaman baik di dalam negeri atau luar negeri tas tes @regoolbalap #ganjarmahfudm3nangdebat#ganjarmahfud2024#coblos3 https://t.co/2itsprg5ie
TXT0816,"calon presiden (capres) nomor urut 1, anies baswedan menganggap masalah stunting merupakan polemik yang krusial mesti diselesaikan di indonesia.menurut anies, akan ada gagasan mengatasi kekurangan gizi dengan memberi indikator kesehatan yang mesti dipenuhi kepada daerah untuk mengatasi stunting jika dilih jadi presiden 2024-2029. ""ke depan kami akan membuat sistem, sehingga setiap bupati, wali kota, gubernur, mereka punya indikator-indikator kesehatan yang harus mereka penuhi di wilayah masing-masing,"" ujar dia dalam acara 'desak anies edisi tenaga kesehatan (nakes) di half patiunus, jakarta selatan, kamis (18/1/2024).simak berita selengkapnya hanya di https://t.co/lrej34ryew#hardnews_politik #newsone #cariberitaditvone #aniesbaswedan #stunting #politik #tvonetvpemilu #kamikabarkanandaputuskan #maumemilih #capres #cawapres #pemilu2024 #pilpres2024 #no02 [re tvonenews]"
TXT0817,"rembuganjar bersama nelayan di kabupaten rembang, kamis (4/1/2024).ganjar pranowo menampung aspirasi para nelayan dan memberikan solusinya terkait kesulitan yang dialami nelayan dalam mengakses bantuan yang diberikan oleh pemerintah.#ganjarmahfud2024 #satset https://t.co/vwgh2ufafx [re ari3pras]"
TXT0818,"ada penjelasan babe haikal bahwa ada kemungkinan prabowo akan masukin wan qibul ke dlm struktur pemerintahan kelaktapi semoga pasca debat kemaren bapak berpikir ulang yah, krn kami akar rumput yg tegak lurus selama ini gak akan pernah rela! ãƒâ°ã‚å¸ã‚â€ã‚â¥ https://t.co/kgmamylszm [re aditbandit234]"
TXT0819,yang nyalon 4 kali diayang melanggar etika demi bisa nyalon juga diayang dituduh ambisi anies*qjika kalian bukan dia [re dapitnih]
TXT0820,"kubu prabowo buka suara soal wacana impor 1,5 juta sapi perah india https://t.co/l023l1oar6 [re oposisicerdas]"
TXT0821,'@partaisocmed @gr4sssss @aniesbaswedan @prabowo bkn etika lagi tapi otak jahat klu bersaksi bohong di debat capres ditonton jutaan pemirsa kpd yg pernah mengusung jd gubernur dki ngeri politikus kutu loncat https://t.co/jrmgeehj5m
TXT0822,"ganjar pranowo, pemimpin yang berfokus pada kesejahteraan rakyat melalui ekonomi yang inklusif. @miiezue happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/chvi4gkiwh"
TXT0823,"program pasangan capres cawapres ganjar pranowo dan mahfud md, dorong pertumbuhan ekonomi yang merata di setiap desa. #jnk #ganjarpranowopilihanumat https://t.co/9jlqhqneps"
TXT0824,pemerintahan yang berlandaskan pada aspirasi rakyat adalah visi yang dijalankan oleh prabowo - gibran. #indonesiasentris #02melanjutkan #anakmudaindonesiaemas #menangseputaran https://t.co/9yz02y2b9f
TXT0825,"'@eihdelweis itu kampanye wajar saja kok demokrasi, tapiii lebih serem mana hayo pendukung 02 ancam kekerasan langsung di akun sosmed capres. bikin konten hoax, nuduh ini itu tentang capres lain. rusuh dan ngatain di konten pendukung lain dgn bahasa template ãƒâ¢ã‚â‚¬ã‚å“tetap all in prabowoãƒâ¢ã‚â‚¬ã‚â"
TXT0826,"prabowo: jangan mau diadu domba terus-terusan, kita satu ... - https://t.co/8npuf40dgi https://t.co/x15skhbygl #indonesiakuatindonesiamaju #diplomasiprogresif02 #02melanjutkan"
TXT0827,"toleransi menjadi pondasi utama bangsa indonesia, maka dari itu menteri bumn erick thohir anggap menhan prabowo subianto mampu tetap menjaga harmonisasi umat beragama di indonesia@erickthohir#ettitiptoleransi02 #solutifkebanggaanindonesia https://t.co/oehdy5onuy [re gadong53]"
TXT0828,demi tuhanãƒâ€šã‚â paslon ganjar mahfud adalah satu satunya paslon yang anti maling apbd anti maling apbn anti pungli anti kelebihan bayar / anti nyogokãƒâ€šã‚â apbd apbn itu amat sangat rawan di korupsi oleh pemimpin pemimpin jaman nowkorupsi itu = maling / bangsatãƒâ€šã‚â walaupun se iman [re sabar_setiabudi]
TXT0829,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesia!jn18a #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/jqu28yemz6
TXT0830,kapten timnas amin sebut anies baswedan akan tampil menyerang pada debat capres hari ini https://t.co/knm8c8p94q [re oposisicerdas]
TXT0831,'@pedagang_kritik @ajengcute16__ @jokowi @prabowo masih banyak yang gagal paham. bantuan kemanusiaan which is kapal rs itu memang bantuannya prabowo? bukan kan? itu atas nama pemerintah. bukan jokowi tok bukan prabowo tok.jangan dipolitisasi seakan2 bantuan prabowo.enak ya kalo rangkap jabatan tuh. bisa ngiklan tanpa bayar. [re ardhsta]
TXT0832,hak setiap individu untuk dihormati adalah esensi dari demokrasi. #indonesiasentris #02melanjutkan #anakmudaindonesiaemas prabowo - gibran menegakkan hal ini. #indonesiasentris #02melanjutkan #anakmudaindonesiaemas #menangseputaran https://t.co/czqidnj9cp
TXT0833,kenapa anies jadi investasi paling menarik? https://t.co/euc2mdjxmi [re bospurwa]
TXT0834,capres no 3 pak ganjar pranowo memberi harapan! dia ngajak ipb kerja sama lewat kontrak terbuka untuk jaga kedaulatan pangan kita.#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/6oydzb3gtj
TXT0835,"prabowo bohong :saya tidak bicara tertutup,saya bicara (terbuka)di dpr..faktanya,prabowo tolak bahas anggaran secara terbuka dikomisi-1 dpr..https://t.co/qr2x70ppjwhttps://t.co/rb8vigqyqy... https://t.co/0spp0lftkb [re cobeh2022]"
TXT0836,mantan ketua kpk mengkritisi prabowo tentang memberantas korupsi dengan menaikkan gaji para pejabatsilahkan netizen memilih kalau dari paslon 01 pasangan amin adalah memiskinkan para koruptor sedangkan kalau dari paslon 02 adalah menaikan gaji para pejabat..pilih yang mana ?? https://t.co/uf5bdagt1y [re yurissa_samosir]
TXT0837,"'@zulkiflilubis69 @aniesbaswedan @pdi_perjuangan @sbyudhoyono usia anies rb saat itu tidak jauh beda dengan usia gibran, bobby atau giring dan kaesang. namun kualitas kemampuan intelektual muda yang sama sangat jauh beda. wacapres 2024 makin tak mutu saat nepo boy nir etika diorbitkan karbitan no capability... [re bettahalfmoon09]"
TXT0838,"yg rahasia negara itu jumlah tempat nyimpannya alutsista dll bukan cara belinya dan siapa yg jadi brokernya siapa pelaksannya , yg dikejar saat debat itu jelas soal  tmi dan agrinas krn ada indikasi korupsi sebab  kedua perusahaan itu ditenggarai bikinan @prabowo [re resty_j_cayah]"
TXT0839,"jangan mudah terpengaruh! ganjar jamin bansos tetap ada. ktp sakti, tonggak menuju kesejahteraan yang merata. #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/qnuguv2ucp"
TXT0840,keputusan ganjar-mahfud untuk menyederhanakan regulasi pendanaan filantropi akan memotivasi lebih banyak donatur. @smithbraginski happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/ebb5nwa0z0
TXT0841,ganjar-mahfud akan membawa inovasi dalam industri keuangan syariah untuk kesejahteraan rakyat. @qamriyah happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/gml5cpo51p
TXT0842,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesia!jn18a #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/c20dro3te2
TXT0843,anies bisa menang satu putaran kalau jokowi tidak lagi sebagai presiden https://t.co/bkblkgsxie [re oposisicerdas]
TXT0844,pak anies every debat capres dan ketika menanggapi 02: https://t.co/7xpqk71npk [re tubbirfess]
TXT0845,"'@aro_6ansi @kompastv @kpu_id @bawaslu_ri omagat, padahal tadi prabowo bilang ke anies tidak berhak bahas tenang etika tapi pendukungnya yg tdk ber etikaãƒâ°ã‚å¸ã‚â¤ã‚â­"
TXT0846,"capres nomor urut 1, @aniesbaswedan, mengatakan bahwa seorang presiden harus menjadi panglima diplomasi, bukan sekadar hadir di forum internasional dan jadi penonton. itu disampaikannya dalam debat ketiga pilpres 2024, minggu (7/1). bagaimana pernyataan lengkap anies?ãƒâ°ã‚å¸ã‚â€œã‚â¸: dok. kpu ri.#pemilupedia #focus #debatketiga #news #svt #pilpres2024 #debatcapres #beranibersuara #pemilu2024 #aniesbaswedan #prabowo #ganjarpranowo #kumparan [re kumparan]"
TXT0847,nelayan kita akan mendapatkan dukungan yang komprehensif dengan ganjar-mahfud di pemerintahan. @andres_apry happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/xpdcjyux9b
TXT0848,ganjar menghadiri tantangan kpk untuk menyampaikan komitmennya d pemberantasan korupsi di indonesia ganjarmahfud2024 bekasi bekasiãƒâ€šã‚â  ganjar mahfud hebat #coblos3 #3gm #ganjarmahfudm3nangdebat #debatcapres https://t.co/pjveh0zoiw
TXT0849,"kata presiden pupuk langka dan mahal, tibaãƒâ€šã‚â² ada yg tawarkan pupuk subsidi prabowo gibran. jadi??? https://t.co/vq5qzm72in [re narkosun]"
TXT0850,"pendukung 02 ramai-ramai menggoreng dukungan abu bakar baãƒâ¢ã‚â‚¬ã‚â„¢asyir terhadap anies. seketika teringat diskusi ãƒâ¢ã‚â‚¬ã‚ëœtolol politikãƒâ¢ã‚â‚¬ã‚â„¢ episode 2 kemarin.@iyamrenzia nyeletuk: masalahnya kalau capres itu boleh nggak dia ngelarang ãƒâ¢ã‚â‚¬ã‚ëœeh elu jangan ke gueãƒâ¢ã‚â‚¬ã‚â„¢ boleh, nggak?jadi menurut hemat aku sih, enggak cocok kita menggoreng dukungan dari orang-orang yang kita enggak setuju dengan pandangannya. dan mestinya kita fokus saja pada narasi gagasan dan janji-janji capresnya.agaknya enggak fair aja gitu, anies dijatuhkan karena orang-orang yang memberikan dukungan, bukan fokus pada visi-misi gagasannya. justru dengan menerima beda pandangan, ini masih sejalan dengan gagasan yang selalu disuarakan anies; yang menerima semuanya. urusan setuju atau tidak, itu hal lain. namanya juga negara demokrasi, masa iya pendapat dan suara orang kita halang-halangi.mestinya kita fokus pada gagasan visi-misi dan janji-janjinya, bukan ke kalangan pendukungnya. sejauh ini, meski anies mendapat dukungan dari kaum-kaum yang tak sejalan dengan pemahaman kalian, apakah pernah anies hanya mengutamakan satu golongan saja? apakah jakarta di bawah kepemimpinannya menjadi kota yang radikal? kan enggak juga.katanya mendukung kebebasan berpendapat dan berekspresi, masa ada pendapat dan ekspresi yang berbeda harus kita jauhi? ya diomongin baik-baik. [re dayatpiliang]"
TXT0851,pelanggaran ham gak akan nyentuh sama kepemimpinan ganjar pranowo. #jnk #ganjarpranowopilihanumat #ganjarmahfudrebound #jnkganjar2024 https://t.co/hrevgoz4ah
TXT0852,"'@info_beragam bener banget, agar bisa memastikan semua persaudaraan nkri, masbowogbran pastinya mengutarakan agar semua orang tegak membentengi pancasila.#banyakygbalikke02karenahati baikpakbowo@prabowo @prabowogibran02 https://t.co/lvcxieaokr"
TXT0853,"prabowo sebut rasio utang boleh 50 persen dari pdb, ekonom: seharusnya hati-hati, bukan semangat tambah utang https://t.co/ndh607linw #tempobisnis [re tempodotco]"
TXT0854,prabowo - gibran memprioritaskan pemberantasan korupsi untuk menjaga integritas sistem. #indonesiasentris #02melanjutkan #anakmudaindonesiaemas #menangseputaran https://t.co/nxo4reb50f
TXT0855,"'@peter_shearer @agungpuma pilkada dki 2017: ahok kalah,, anies gubernur"
TXT0856,"bersama ganjar-mahfud, kita bisa memastikan setiap desa memiliki peran penting dalam pertumbuhan ekonomi. @apiak_yeye happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/qtv7mrtr1b"
TXT0857,"dengan ganjar-mahfud di pimpinan, indonesia akan memiliki anggaran riset dan inovasi yang kuat, mencapai 1% dari pdb pada tahun 2029. @thanmustbagoes happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/cblly0gs1g"
TXT0858,'@risahart @prabowo ah sudah rahasia umum setiap mentri yg kerjanya pro rakyat pasti di ganti.yg edanãƒâ€šã‚â² dibiarkan menjabat terus terkecuali korupsinya ketangkap basah baru di ganti. [re lara86561263dwi]
TXT0859,capres no 3 pak ganjar pranowo memberi harapan! dia ngajak ipb kerja sama lewat kontrak terbuka untuk jaga kedaulatan pangan kita.#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/28vgqyttnv
TXT0860,"februari 2024, hajatan demokrasi indonesia is the real democracy party! jangan lupa, kita juga bakal buat demokrasi kita lebih keren dengan memilih capres ganjar pranowo. #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk https://t.co/rn76uqxymn"
TXT0861,dua petinggi tpn ganjar-mahfud nyeberang ke kubu prabowo-gibranyg gk mau jadi oposisi mari pindah ke kubu prabowo-gibranãƒâ°ã‚å¸ã‚â¤ã‚â£ãƒâ°ã‚å¸ã‚ëœã‚â€¡ https://t.co/tuiarpx48i [re alextham878]
TXT0862,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesia!jn18a #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/uy8ymosxhk
TXT0863,"ganjar pranowo mahfud md, pemimpin yang merakyat, dorong pertumbuhan ekonomi yang merata ganjar mahfud hebat #l3bihbaik #mahfudlebihbaik3 #ganjarmahfud2024 uang saku posyandu https://t.co/zd0bakyrfj"
TXT0864,"ganjar secara cukup mengejutkan berhasil menyampaikan poin-poinnya secara cukup baik, terutama perihal kesadaran keamanan siber, masalah mef yang belum terpenuhi, anggaran pertahanan yang harus dinaikkan setidaknya 1% - 2%, prioritas alutsista untuk angkatan laut dengan dasar indonesia ini adalah negara maritim yang sangat besar, dan mendapatkan ""testimoni"" langsung dari user mengenai alutsista bekas yang ""dilimpahkan"" ke mereka... semuanya bagus dan disampaikan dengan tepat, @ganjarpranowo pertahankan pak, dan wujudkan semua itu jika kalian berhasil menang ãƒâ°ã‚å¸ã‚ëœã‚å ãƒâ°ã‚å¸ã‚â€˜ã‚â [re randomworldwar]"
TXT0865,"demokrasi bukan hanya proses, tapi kesempatan untuk semua. #indonesiasentris #02melanjutkan #anakmudaindonesiaemas prabowo - gibran memperjuangkan demokrasi yang partisipatif. #indonesiasentris #02melanjutkan #anakmudaindonesiaemas #menangseputaran https://t.co/hc4i6osdmb"
TXT0866,ãƒâ°ã‚å¸ã‚ëœã‚â€  ganjar mahfud hebat #3gm #coblos3 #dulujokowisekarangganjar  akan memberantas kkn dan pungli demi kesejahteraan kaum buruh di indonesia mahfud2024 karawang karawang ctoiwy1izw bersih kuatkankpk mahfud md\
